JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,EXISTING_USE_TYPE,NUM_OF_UNITS,SURPLUS_TYPE,PARCEL_SIZE,NOTES
LOS ANGELES COUNTY,LOS ANGELES,2020,5827011902,"470 Archwood Place, Altadena, CA 91001",Vacant,,Surplus Land,0.13,"Zoned C-3,  currently vacant (contiguous to 5827011901)"
LOS ANGELES COUNTY,LOS ANGELES,2020,5827013901,"2304 North Lincoln Ave, Altadena, CA, 91001",Vacant,,Surplus Land,0.14,"Zoned C-3, currently vacant"
LOS ANGELES COUNTY,LOS ANGELES,2020,6148002901,"11649 Antwerp Ave., Los Angeles, CA 90059",Vacant,,Surplus Land,0.56,"Zoned R-2, currently vacant"
SAN BRUNO,SAN MATEO,2020,020-013-250,Admiral Court,Vacant,,Surplus Land,0.64,vacant site
SAN BRUNO,SAN MATEO,2020,020-013-260,Admiral Court,Vacant,,Surplus Land,0.88,vacant site
STOCKTON,SAN JOAQUIN,2020,14926120,411 S Stanislaus,Vacant,,Surplus Land,1.66,N/A
STOCKTON,SAN JOAQUIN,2020,14909504,315 S American St,Vacant,,Surplus Land,0.14,N/A
STOCKTON,SAN JOAQUIN,2020,14909503,534 E Lafayette St,Vacant,,Surplus Land,0.09,N/A
STOCKTON,SAN JOAQUIN,2020,14909502,530 E Lafayette,Vacant,,Surplus Land,0.11,N/A
STOCKTON,SAN JOAQUIN,2020,14909518,548 E Lafayette,Other,,Surplus Land,0.27,Parcel is Public Right of Way and access to adjacent available parcel at 319 S. American Street.
STOCKTON,SAN JOAQUIN,2020,15703013,2849 E Lafayette St,Vacant,,Surplus Land,0.19,N/A
STOCKTON,SAN JOAQUIN,2020,17526034,Lincoln Street & Horton Avenue,Vacant,,Surplus Land,0.06,N/A
STOCKTON,SAN JOAQUIN,2020,17507008,Lincoln Street & Horton Avenue,Vacant,,Surplus Land,2.73,N/A
STOCKTON,SAN JOAQUIN,2020,07730002,7823 Amber Way,Vacant,,Surplus Land,0.13,N/A
STOCKTON,SAN JOAQUIN,2020,07730001,7826 Amber Way,Vacant,,Surplus Land,0.11,N/A
STOCKTON,SAN JOAQUIN,2020,07749001,1450 W Hammer Lane,Vacant,,Surplus Land,0.21,N/A
STOCKTON,SAN JOAQUIN,2020,16902002,1805 S Airport Way,Vacant,,Surplus Land,0.34,N/A
STOCKTON,SAN JOAQUIN,2020,16907703,2135 S Airport Way,Vacant,,Surplus Land,0.33,N/A
STOCKTON,SAN JOAQUIN,2020,16904009,1814 S Union St,Vacant,,Surplus Land,0.18,N/A
STOCKTON,SAN JOAQUIN,2020,14527009,701 W Weber Avenue,Vacant,,Surplus Land,3.05,"These properties, known collectively as ""South Pointe,"" are under contract via an ENRA."
HIGHLAND,SAN BERNARDINO,2020,1192-281-12,Northwest Corner of 6th Street & Victoria Avenue,Vacant,,Surplus Land,1.31,"Proprety is zoned Business Park which does permit residential development. However, the state-mandated covenants regarding affordable housing will be recorded upon sale."
PERRIS,RIVERSIDE,2020,313-092-022,119 South D Street,Vacant,,Surplus Land,0.4,N/A
PERRIS,RIVERSIDE,2020,313-092-007,197 South D Street,Vacant,,Surplus Land,0.47,N/A
PERRIS,RIVERSIDE,2020,313-093-001,Southwest Corner of D Street and 2nd Strteet,Vacant,,Surplus Land,0.15,N/A
PERRIS,RIVERSIDE,2020,313-093-002,209 South D Street,Vacant,,Surplus Land,0.06,N/A
PERRIS,RIVERSIDE,2020,313-093-003,214 North D Street,Vacant,,Surplus Land,0.07,N/A
PERRIS,RIVERSIDE,2020,313-093-004,223 South D Street,Vacant,,Surplus Land,0.28,N/A
MORRO BAY,SAN LUIS OBISPO,2020,068-159-016,Bolton and Downing,Vacant,,Surplus Land,0.16,R.1/S.2 zoning
VISALIA,TULARE,2020,94283001,300 E. Oak Avenue,Commercial,,Surplus Land,1.53,None.
VISALIA,TULARE,2020,94100022,701 E. Race Avenue,Public Facilities,,Surplus Land,3.26,None.
VISALIA,TULARE,2020,94250020,700 E. Murray Avenue,Public Facilities,,Surplus Land,1.48,None.
VISALIA,TULARE,2020,94221010,"Acequia & Santa Fe, SE corner",Public Facilities,,Surplus Land,0.57,None.
VISALIA,TULARE,2020,101150038 [portion],3045 E. Tulare Avenue,Vacant,,Surplus Land,1.16,Portion of 11.21 acre site in sites inventory designated for Above Moderate Income.  Possible Fire Station site.
VISALIA,TULARE,2020,94293004,"Main & Garden, NE corner",Public Facilities,,Surplus Land,0.23,None.
SACRAMENTO COUNTY,SACRAMENTO,2020,073-0050-015-0000,"14049 Boys Ranch Rd, Sloughhouse, CA 95630",Vacant,,Surplus Land,140.26,"Former detention facility for youth offenders, comprised of 13 structures including two dormitories, classrooms, kitchen and laundry facilities, a gymnasium, recreation hall, a swimming pool, shops and storage units."
MONTEREY COUNTY,MONTEREY,2020,117-221-031,End of San Juan Rd. sw of U.P.R.R. right of way,Other,,Surplus Land,0.71,"Project is not adjacent to any potable water supply or public access, and currently being farmed by the surrounding land owner."
MONTEREY,MONTEREY,2020,1712020000,417 Figueroa,Public Facilities,,Surplus Land,0.18,City Council wants to build 100% affordable housing project.
MONTEREY,MONTEREY,2020,001694009 and  008,Corner of Adams St. and Bonifacio,Other,,Surplus Land,0.37,City Council wants to build 100% affordable housing project.
MONTEREY,MONTEREY,2020,"001522001, 001522009, 001522001, portion of 001521015",424-450 Madison St and 587-593 Van Buren,Public Facilities,,Surplus Land,0.33,City Council wants to build 100% affordable housing project.
MONTEREY,MONTEREY,2020,1534011,Calle Principal,Other,,Surplus Land,0.49,City Council wants to build 100% affordable housing project.
BARSTOW,SAN BERNARDINO,2020,0181-122-08,555 S 7th Ave,Vacant,,Surplus Land,5.7,Being divided PM 20276 - Parcel 1 is designated for affordable housing. - City is appying to AHSC
LAKE FOREST,ORANGE,2020,614-021-31,"El Toro Road, near Jeronimo Road",Vacant,,Surplus Land,0.16,Owned by Lake Forest Housing Authority
BAKERSFIELD,KERN,2020,"006-360-18,006-480-11,006-510-04, 006-510-11, 006-510-12",NEC California Ave. & P Street,Commercial,,Exempt Surplus Land,5.13,BRDA property funding requirement dictate development
BAKERSFIELD,KERN,2020,014-280-22,1001 Baker Street,Vacant,,Exempt Surplus Land,1.47,Proposed for affordable housing
FOLSOM,SACRAMENTO,2020,070-0172-048-0000,300 Persifer Street,Vacant,,Surplus Land,0.91,Resolution No. 10531  9-22-2020
FOLSOM,SACRAMENTO,2020,071-0190-003-0000,805 Bidwell Street,Vacant,,Excess,0.24,LRPMP
ELK GROVE,SACRAMENTO,2020,115-0162-036,8729 E Stockton Blvd,Vacant,,Surplus Land,1.81,Zoned RD-25
ELK GROVE,SACRAMENTO,2020,115-0162-023,E Stockton Blvd/Bow St,Vacant,,Surplus Land,0.78,Zoned RD-25
ELK GROVE,SACRAMENTO,2020,116-0030-097,8340 Sheldon Rd,Vacant,,Surplus Land,1.04,Zoned SC
ELK GROVE,SACRAMENTO,2020,117-0220-020,8169 Sheldon Rd,Vacant,,Surplus Land,0.56,Zoned C-2-R
ELK GROVE,SACRAMENTO,2020,117-0220-021,8165 Sheldon Rd,Vacant,,Surplus Land,0.48,Zoned C-2-R
ELK GROVE,SACRAMENTO,2020,127-0120-096,Bond Rd/Grant Line Rd,Vacant,,Surplus Land,0.49,Triangle SPA
ELK GROVE,SACRAMENTO,2020,134-0190-009,10251 Grant Line Rd,Vacant,,Surplus Land,96.23,Zoned AG-80; outside City limits
ELK GROVE,SACRAMENTO,2020,132-2110-004,9697 Johnston Rd,Vacant,,Surplus Land,20.45,Village Center Mixed Use
SONOMA COUNTY,SONOMA,2020,050-263-076,"Kenilworth Ave and Mervin Ave, Kenwood",Other,,Excess,2.46,Alder Park
SONOMA COUNTY,SONOMA,2020,046-510-001,"9250 Water Road, Cotati",Vacant,,Excess,6.19,Under consideration for future gov facility
SONOMA COUNTY,SONOMA,2020,084-020-003,"6475 Packing House Road, Forestville",Vacant,,Excess,2.85,Transportation Department Owend. Any sale tied to highway transportation funds.
SONOMA COUNTY,SONOMA,2020,180-100-029,"Chanate Rd and Cobblestone Dr, Santa Rosa",Vacant,,Surplus Land,1,Chanate Campus
SONOMA COUNTY,SONOMA,2020,180-090-003,"Chanate Rd and Cobblestone Dr, Santa Rosa",Public Facilities,,Surplus Land,5,Chanate Campus
SONOMA COUNTY,SONOMA,2020,180-090-008,"Chanate Rd and Cobblestone Dr, Santa Rosa",Public Facilities,,Surplus Land,3.9,Chanate Campus
SONOMA COUNTY,SONOMA,2020,180-400-005,"Chanate Rd and Cobblestone Dr, Santa Rosa",Vacant,,Surplus Land,3.3,Chanate Campus
SONOMA COUNTY,SONOMA,2020,180-090-001,"Chanate Rd and Cobblestone Dr, Santa Rosa",Public Facilities,,Surplus Land,3,Chanate Campus
SONOMA COUNTY,SONOMA,2020,180-090-010,"Chanate Rd and Cobblestone Dr, Santa Rosa",Public Facilities,,Surplus Land,3,Chanate Campus
SONOMA COUNTY,SONOMA,2020,173-130-038,"Chanate Rd and Cobblestone Dr, Santa Rosa",Vacant,,Surplus Land,2.8,Chanate Campus
TRACY,SAN JOAQUIN,2020,212-260-09,3055 N. Corral Hollow Road,Vacant,,Surplus Land,0.46,property was sold
TRACY,SAN JOAQUIN,2020,212-270-37,2785 Auto Plaza Drive,Vacant,,Surplus Land,0.26,property was sold
CLEARLAKE,LAKE,2020,039-530-50,14061 Lakeshore Drive,Other,,Surplus Land,4.74,Park space
CLEARLAKE,LAKE,2020,039-530-49,14071 Lakeshore Drive,Other,,Surplus Land,2.94,Park space
CLEARLAKE,LAKE,2020,010-026-29,14795 Burns Valley Road,Other,,Surplus Land,4.3,Vacant walnut orchard
CLEARLAKE,LAKE,2020,040-253-03,14800 Ballpark Avenue,Other,,Surplus Land,8.45,Park space
NOVATO,MARIN,2020,157-890-53,Hamilton Parkway/San Pablo Avenue,Public Facilities,,Surplus Land,9.98,Posted on HCD
MILPITAS,SANTA CLARA,2020,8341001,1440 South Main Street,Industrial,,Excess,0.99,Former Redevelopment Agency Land.
MILPITAS,SANTA CLARA,2020,8341002,1452 South Main Street,Industrial,,Excess,0.87,N/A
MILPITAS,SANTA CLARA,2020,8341003,1474 South Main Street,Industrial,,Excess,0.85,N/A
MILPITAS,SANTA CLARA,2020,2230041,North McCarthy Blvd at Dixon Landing Road,Vacant,,Excess,1.43,Flood control project (soon to be exempt surplus).
MILPITAS,SANTA CLARA,2020,2230042,North McCarthy Blvd at Dixon Landing Road,Public Facilities,,Excess,1.44,Flood control project and I-880 on ramp
MILPITAS,SANTA CLARA,2020,2230043,North McCarthy Blvd at Dixon Landing Road,Public Facilities,,Excess,3.05,I-880 on ramp
FULLERTON,ORANGE,2020,030-290-22,1600 West Commonwealth Ave,Vacant,,Surplus Land,2.25,2020 - Declaration and Notice of Availability relased
FULLERTON,ORANGE,2020,287-081-55,3151 North Euclid St,Vacant,,Surplus Land,9.63,2020 - Declaration and Notice of Availability relased
FULLERTON,ORANGE,2020,293-154-37,799 Rolling Hills Drive,Vacant,,Surplus Land,2.49,2020 - Declaration
FULLERTON,ORANGE,2020,032-232-13,100 West Amerige Ave,Public Facilities,,Surplus Land,2.36,Also 032-232-29 and 032-234-28. Provides public parking for central business district. LRPMP #8 for TOD with replacement public parking.
FULLERTON,ORANGE,2020,033-031-29,SEC N. Harbor Blvd. / Commonwealth Ave. (110 N. Harbor Blvd.),Public Facilities,,Surplus Land,0.07,Provides public parking. LRPMP #14 for TOD (Fullerton Transportation Center Specific Plan) with replacement public parking
FULLERTON,ORANGE,2020,033-031-26,SEC N. Harbor Blvd. / Commonwealth Ave.,Public Facilities,,Surplus Land,0.04,Provides public parking. LRPMP #14 for TOD (Fullerton Transportation Center Specific Plan) with replacement public parking
FULLERTON,ORANGE,2020,033-031-47,SEC N. Harbor Blvd. / Commonwealth Ave.,Public Facilities,,Surplus Land,0.63,"Provides public parking. LRPMP #14 for TOD (Fullerton Transportation Center Specific Plan) with replacement public parking. (Fomerly 033-31-39, -24, portions -23 & -37; acerage is estimate)"
FULLERTON,ORANGE,2020,033-030-14,SEC N. Harbor Blvd. / Commonwealth Ave.,Public Facilities,,Surplus Land,0.94,Provides public parking. LRPMP #14 for TOD (Fullerton Transportation Center Specific Plan) with replacement public parking
FULLERTON,ORANGE,2020,033-032-23,NWC S. Lemon St. and E. Santa Fe Ave. (123 S. Lemon St.),Public Facilities,,Surplus Land,0.15,Provides public parking. LRPMP #14 for TOD (Fullerton Transportation Center Specific Plan) with replacement public parking
FULLERTON,ORANGE,2020,033-031-49,NWC S Pomona Ave and E Santa Fe Ave,Public Facilities,,Surplus Land,0.66,Provides public parking. LRPMP #14 for TOD (Fullerton Transportation Center Specific Plan) with replacement public parking. (Fomerly portion 033-031-40)
UPLAND,SAN BERNARDINO,2020,1007-061-15 & 16,"Foothill Boulevard, west of Benson Avenue",Vacant,,Surplus Land,0.64,Zoned Commercial/Industrial Mixed Use (C/I-MU)
UPLAND,SAN BERNARDINO,2020,1047-221-25,"Campus Avenue, south of 7th Street",Vacant,,Surplus Land,0.08,Zoned Single Family Residential (RS-7.5)
UPLAND,SAN BERNARDINO,2020,1006-574-11,1967 W. Foothill Boulevard,Vacant,,Surplus Land,0.24,Zoned Highway Commercial (HC)
UPLAND,SAN BERNARDINO,2020,1007-271-45 & 47,"1737 Arrow Route, between Benson Avenue and Central Avenue",Vacant,,Surplus Land,3.8,Zoned General Industrial (GI)
UPLAND,SAN BERNARDINO,2020,1046-591-12 & 13,"105 N. 1st Avenue, between ""A"" Street and 9th Street",Commercial,,Surplus Land,0.26,"Vacant 2,241 sq. ft. building on parcel 13. Zoned 1st Street Overlay in Old Town District of the Historic Downtown Upland Specific Plan (SP)"
UPLAND,SAN BERNARDINO,2020,"1046-591-08, 09, 10, 11","1st Avenue between ""A"" Street and 9th Street. 165/151/139 N. 1st Avenue",Vacant,,Surplus Land,0.74,Zoned 1st Street Overlay in Old Town District of the Historic Downtown Upland Specific Plan (SP)
UPLAND,SAN BERNARDINO,2020,1046-233-25,SWC of Washington Blvd. and 6th Street,Vacant,,Surplus Land,0.49,Zoned Multi-Family/Senior Housing District of the Historic Downtown Upland Specific Plan (SP)
BUENA PARK,ORANGE,2020,277-021-02,6245 Auto Center Drive,Commercial,,Excess,0.19,no designation
BUENA PARK,ORANGE,2020,277-021-03,6251 Auto Center Drive,Commercial,,Excess,0.12,no designation
BUENA PARK,ORANGE,2020,277-021-04,6255 Auto Center Drive,Commercial,,Excess,0.06,no designation
BUENA PARK,ORANGE,2020,277-021-05,6261 Auto Center Drive,Commercial,,Excess,0.19,no designation
BUENA PARK,ORANGE,2020,277-021-06,6263-6265 Auto Center Drive,Commercial,,Excess,0.19,no designation
BUENA PARK,ORANGE,2020,277-021-08,6271 Auto Center Drive,Commercial,,Excess,0.32,no designation
BUENA PARK,ORANGE,2020,277-021-15,Intersection of Western Ave and 5 Freeway,Commercial,,Excess,0.2,no designation
BUENA PARK,ORANGE,2020,277-021-19,6241 Auto Center Drive,Commercial,,Excess,0.12,no designation
BUENA PARK,ORANGE,2020,277-021-21,6291 Auto Center Drive,Commercial,,Excess,0.31,no designation
BUENA PARK,ORANGE,2020,N/A,"Parcels B-M, Auto Center/Botryoides, Adjacent to APN 066-030-48",Commercial,,Excess,0.9,no designation
BUENA PARK,ORANGE,2020,N/A,Stanton Avenue extension - Franklin Avenue to Malvern Avenue,Commercial,,Excess,3.42,no designation
FRESNO,FRESNO,2020,467-29-205T,Intersection of Fresno St. and California Ave. (east),Public Facilities,,Surplus Land,0.4,Property name: Pride Park
FRESNO,FRESNO,2020,467-040-23ST,735 H Street,Vacant,,Surplus Land,0.54,H Street
FRESNO,FRESNO,2020,456-030-34T,NW Corner of Belmont and DeWitt,Vacant,,Surplus Land,4.17,Belmont and Dewitt
FRESNO,FRESNO,2020,507-03-048ST,SW Corner of West Herndon and North Brawley Avenues,Vacant,,Surplus Land,14.55,Herndon/Brawley
FRESNO,FRESNO,2020,452-114-34T,SE corner of Broadway and Elizabeth Avenues,Vacant,,Surplus Land,0.65,Broadway/Elizabeth
FRESNO,FRESNO,2020,a portion of APN 468-400-54T,A portion of property located between Inyo and Ventura Streets and between M and O Streets,Public Facilities,,Surplus Land,2.5,Selland
FRESNO,FRESNO,2020,459-282-13T,255 North First Street,Public Facilities,,Surplus Land,0.06,First/Nevada
LINCOLN,PLACER,2020,117-221-031,End of San Juan Rd. sw of U.P.R.R. right of way,Other,,Surplus Land,0.71,"Project is not adjacent to any potable water supply or public access, and currently being farmed by the surrounding land owner."
SAN JOSE,SANTA CLARA,2020,"015-32-042, 015-32-043",0 LAND ONLY,Public Facilities,,Exempt Surplus Land,828,water treatment facility
SAN JOSE,SANTA CLARA,2020,230-59-002,Champions Way,Other,,Surplus Land,1.2,street
SAN JOSE,SANTA CLARA,2020,587-12-059,Zion Lane,Other,,Surplus Land,0.5,Right of way
SAN JOSE,SANTA CLARA,2020,"472-11-003, 472-11-009, 472-11-062",Story Road,Other,,Surplus Land,29.03,Mostly vacant with KVVN Towers;(former landfill)
LIVERMORE,ALAMEDA,2020,99017502600,E Stanley Blvd,Vacant,,Surplus Land,0.34,"Development challenges include lack of safe public access, adjacent to railroad tracks and in/adjacent to Arroyo Mocho Channel."
LIVERMORE,ALAMEDA,2020,99017502500,E Stanley Blvd,Vacant,,Surplus Land,0.84,"Development challenges include lack of safe public access, adjacent to railroad tracks and in/adjacent to Arroyo Mocho Channel."
ALAMEDA COUNTY,ALAMEDA,2020,986-34-12,"Dublin Blvd. and Arnold Dr, Dubln",Vacant,,Surplus Land,7.7,"Noticed per G.C. 54222  March, 2020"
ALAMEDA COUNTY,ALAMEDA,2020,986-34-14 (north),"Martinelli and Arnold Dr., Dublin",Vacant,,Surplus Land,6.4,"Noticed per  G.C. 54222 March, 2020."
ALAMEDA COUNTY,ALAMEDA,2020,986-34-14 (south),"Martinelli and Arnold Dr., Dublin",Vacant,,Surplus Land,5.8,Under contract (Sept. 2018)
ALAMEDA COUNTY,ALAMEDA,2020,001-137-2,480 4th/499 5th St. Oakland,Public Facilities,,Exempt Surplus Land,0.8,Proposals per GC 25539.4
ALAMEDA COUNTY,ALAMEDA,2020,001-137-1-1,"401 Broadway, Oakland",Public Facilities,,Exempt Surplus Land,0.58,Proposals per GC 25539.4
ALAMEDA COUNTY,ALAMEDA,2020,001-139-1,"400 Broadway, Oakland",Public Facilities,,Exempt Surplus Land,1.38,Proposals per GC 25539.4
ALAMEDA COUNTY,ALAMEDA,2020,008-0626-21,"286-14th Street, Oakland",Commercial,,Surplus Land,0.23,Resolved & Noticed per 54221
ALAMEDA COUNTY,ALAMEDA,2020,041-3802-22,"7001 Oakport, Oakland",Commercial,,Surplus Land,10.87,Resolved & Noticed per 54221
ALAMEDA COUNTY,ALAMEDA,2020,074-1339-16,"1220 Harbor Bay Parkway, Alameda",Commercial,,Surplus Land,6.45,Resolved & Noticed per 54221(b)(1)
ALAMEDA COUNTY,ALAMEDA,2020,074-1351-8,"1150 Harbor Bay Parkway, Alameda",Commercial,,Surplus Land,11.4,Resolved & Noticed per 54221(b)(1)
ALAMEDA COUNTY,ALAMEDA,2020,414-0021-060-00,"20095 Mission Boulevard, Cherryland",Vacant,,Exempt Surplus Land,0.21,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2020,414-0021-061-00,"20096 Mission Boulevard, Cherryland",Vacant,,Exempt Surplus Land,0.89,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2020,414-0021-078-00,"20097 Mission Boulevard, Cherryland",Vacant,,Exempt Surplus Land,0.84,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2020,414-0021-079-00,"20098 Mission Boulevard, Cherryland",Vacant,,Exempt Surplus Land,0.33,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2020,414-0021-080-00,"20099 Mission Boulevard, Cherryland",Vacant,,Exempt Surplus Land,0.18,Executed DDA
FREMONT,ALAMEDA,2020,501 180000150,Isherwood Way / Barnard Drive,Vacant,,Surplus Land,11,"Parcel is 28.58 acres, but only a portion has been declared surplus"
OAKLAND,ALAMEDA,2020,2-27-6-9,1260 Martin Luther King Jr Way,Public Facilities,,Surplus Land,1.79,LRPMP (City Center West Garage)
OAKLAND,ALAMEDA,2020,2-91-1,1310 Oak St,Public Facilities,,Surplus Land,0.71,Fire Alarm Bldg
OAKLAND,ALAMEDA,2020,2-97-39,498 11th St,Other,,Surplus Land,0.43,LRPMP (T6 site)
OAKLAND,ALAMEDA,2020,2-97-40,498 11th St,Other,,Surplus Land,0.25,LRPMP (T6 site)
OAKLAND,ALAMEDA,2020,2-97-45,1327 Broadway,Public Facilities,,Surplus Land,0.44,LRPMP (City Center Mall)
OAKLAND,ALAMEDA,2020,2-99-4,12th St,Public Facilities,,Surplus Land,0.01,LRPMP (City Center Mall)
OAKLAND,ALAMEDA,2020,2-101-1,989 Franklin St,Public Facilities,,Surplus Land,0.31,LRPMP (Franklin 88 Garage)
OAKLAND,ALAMEDA,2020,3-49-1-12,Market St,Other,,Surplus Land,0,LRPMP (sliver)
OAKLAND,ALAMEDA,2020,4-35-1-2,Magnolia St,Other,,Surplus Land,0.01,LRPMP (sliver)
OAKLAND,ALAMEDA,2020,4-35-2-7,14th St,Other,,Surplus Land,0,LRPMP (sliver)
OAKLAND,ALAMEDA,2020,4-35-3-2,1333 Adeline St,Other,,Surplus Land,0.01,LRPMP (sliver)
OAKLAND,ALAMEDA,2020,5-383-2-2,Myrtle St,Other,,Surplus Land,0,LRPMP (sliver)
OAKLAND,ALAMEDA,2020,5-387-14,1606 Chestnut St,Vacant,,Surplus Land,0.03,vacant lot
OAKLAND,ALAMEDA,2020,5-387-15,1608 Chestnut St,Vacant,,Surplus Land,0.03,vacant lot
OAKLAND,ALAMEDA,2020,8-620-9-3,524 16th St,Public Facilities,,Surplus Land,0.15,parking lot
OAKLAND,ALAMEDA,2020,8-641-8-5,540 17th St,Public Facilities,,Surplus Land,1.62,LRPMP (Oakland Ice Center)
OAKLAND,ALAMEDA,2020,8-642-16,1807 Telegraph Ave,Public Facilities,,Surplus Land,1.49,LRPMP (Fox Theater)
OAKLAND,ALAMEDA,2020,8-642-18,1800 San Pablo Ave,Public Facilities,,Surplus Land,1.02,parking lot
OAKLAND,ALAMEDA,2020,8-648-16-3,2100 Telegraph Ave,Public Facilities,,Surplus Land,1.66,LRPMP (Telegraph Plaza Garage)
OAKLAND,ALAMEDA,2020,8-668-12,2330 Webster St,Public Facilities,,Surplus Land,1.98,LRPMP (Alexan Webster Garage)
OAKLAND,ALAMEDA,2020,8-716-58,1911 Telegraph Ave,Other,,Surplus Land,1.04,Downtown Oakland Assn
OAKLAND,ALAMEDA,2020,20-153-6,1449 Miller Ave,Other,,Surplus Land,0.27,community cabins
OAKLAND,ALAMEDA,2020,25-719-7-1,3050 International Blvd,Other,,Surplus Land,0.75,covid testing site
OAKLAND,ALAMEDA,2020,25-720-2-1,1443 Derby Ave,Other,,Surplus Land,0.21,parking lot
OAKLAND,ALAMEDA,2020,25-773-8-2,2777 Foothill Blvd,Other,,Surplus Land,0.41,community garden
OAKLAND,ALAMEDA,2020,25-773-8-3,2759 Foothill Blvd,Other,,Surplus Land,0.11,community garden
OAKLAND,ALAMEDA,2020,31-3182-27,5859 Foothill Blvd,Commercial,,Surplus Land,1.69,LRPMP (Seminary Point)
OAKLAND,ALAMEDA,2020,32-2804-50,3614 Foothill Blvd,Vacant,,Surplus Land,0.11,vacant lot
OAKLAND,ALAMEDA,2020,32-2804-51,3600 Foothil Blvd,Vacant,,Surplus Land,0.24,vacant lot
OAKLAND,ALAMEDA,2020,32-2115-37-1,3566 Foothill Blvd,Vacant,,Surplus Land,0.15,vacant lot
OAKLAND,ALAMEDA,2020,32-2115-38-1,3550 Foothill Blvd,Vacant,,Surplus Land,0.27,vacant lot
OAKLAND,ALAMEDA,2020,33-2197-19,3541 E 12th St,Other,,Surplus Land,2.01,LRPMP (Fruitvale Transit Village parking lot)
OAKLAND,ALAMEDA,2020,33-2187-32,3301 San Leandro St,Other,,Surplus Land,0.57,LRPMP (La Clinica parking lot)
OAKLAND,ALAMEDA,2020,39-3291-20,6955 Foothill Blvd,Other,,Surplus Land,1.22,Black Cultural Zone
OAKLAND,ALAMEDA,2020,40-3317-32,7318 International Blvd,Commercial,,Surplus Land,0.08,parking lot
OAKLAND,ALAMEDA,2020,40-3317-48-13,73rd Ave,Commercial,,Surplus Land,0.04,parking lot
OAKLAND,ALAMEDA,2020,40-3319-25,Sunshine Ct,Other,,Surplus Land,0.07,LRPMP (street)
OAKLAND,ALAMEDA,2020,41-3901-4,796 66th Ave,Commercial,,Surplus Land,4.53,Coliseum City - North (parking lot)
OAKLAND,ALAMEDA,2020,41-3901-7-3,73rd Ave,Other,,Surplus Land,0.06,LRPMP (sliver)
OAKLAND,ALAMEDA,2020,41-3901-7-5,700 73rd Ave,Other,,Surplus Land,0.77,LRPMP (Amtrak parking lot)
OAKLAND,ALAMEDA,2020,41-3901-8,7000 Coliseum Way,Public Facilities,,Surplus Land,103.95,Coliseum
OAKLAND,ALAMEDA,2020,41-3901-9,7000 Coliseum Way,Public Facilities,,Surplus Land,8.52,Oracle Arena
OAKLAND,ALAMEDA,2020,41-3901-10,66th Ave,Public Facilities,,Surplus Land,2.17,Coliseum City - North (welcome lawn)
OAKLAND,ALAMEDA,2020,41-3902-13-5,Edgewater Dr,Public Facilities,,Surplus Land,0.25,Coliseum City - misc (Bay Trail)
OAKLAND,ALAMEDA,2020,41-3902-13-6,Edgewater Dr,Other,,Surplus Land,0.04,Coliseum City - misc (sliver)
OAKLAND,ALAMEDA,2020,41-4056-4-4,905 66th Ave,Other,,Surplus Land,6.3,LRPMP (Cypress Mandela Training Center)
OAKLAND,ALAMEDA,2020,41-4170-1-2,711 71st Ave,Other,,Surplus Land,1.22,Coliseum City - misc (safe RV parking)
OAKLAND,ALAMEDA,2020,41-4170-5-4,7001 Snell St,Vacant,,Surplus Land,0.45,Coliseum City - misc (vacant lot)
OAKLAND,ALAMEDA,2020,41-4173-1-3,73rd Ave,Vacant,,Surplus Land,0.32,Coliseum City - East (vacant lot)
OAKLAND,ALAMEDA,2020,41-4173-2-2,728 73rd Ave,Vacant,,Surplus Land,0.35,Coliseum City - East (vacant lot)
OAKLAND,ALAMEDA,2020,41-4173-3-6,710 73rd Ave,Vacant,,Surplus Land,0.52,Coliseum City - East (vacant lot)
OAKLAND,ALAMEDA,2020,41-4212-1,Leona Creek Dr,Other,,Surplus Land,0.23,LRPMP (Lion Creek)
OAKLAND,ALAMEDA,2020,42-4328-1-16,633 Hegenberger Rd,Other,,Surplus Land,12.37,Coliseum City - South (homeless interventions)
OAKLAND,ALAMEDA,2020,42-4328-1-24,8000 S Coliseum Way,Vacant,,Surplus Land,8.8,Coliseum City - South (Malibu Lot)
OAKLAND,ALAMEDA,2020,43A-4644-26,8280 MacArthur Blvd,Vacant,,Surplus Land,0.15,vacant lot
OAKLAND,ALAMEDA,2020,43A-4644-28,8296 MacArthur Blvd,Vacant,,Surplus Land,0.15,vacant lot
OAKLAND,ALAMEDA,2020,44-4967-2,9409 International Blvd,Vacant,,Surplus Land,0.15,LRPMP (Hill Elmhurst)
OAKLAND,ALAMEDA,2020,44-4967-3,9415 International Blvd,Vacant,,Surplus Land,0.12,LRPMP (Hill Elmhurst)
OAKLAND,ALAMEDA,2020,44-4967-4-2,1361 95th Ave,Vacant,,Surplus Land,0.07,LRPMP (Hill Elmhurst)
OAKLAND,ALAMEDA,2020,44-4967-4-3,9423 International Blvd,Vacant,,Surplus Land,0.11,LRPMP (Hill Elmhurst)
